implementation,N_points,N_threads,A,B,time
c,100000,16,0.10000000,1.00000000,0.03290637
c,100000,16,1.00000000,10.00000000,0.02503386
c,100000,16,10.00000000,100.00000000,0.02186813
c,100000,16,100.00000000,1000.00000000,0.02468627
c,100000,17,0.00001000,0.00010000,0.03277713
c,100000,17,0.00010000,0.00100000,0.03021154
c,100000,17,0.00100000,0.01000000,0.02968510
c,100000,17,0.01000000,0.10000000,0.03357929
c,100000,17,0.10000000,1.00000000,0.03292573
c,100000,17,1.00000000,10.00000000,0.02810468
c,100000,17,10.00000000,100.00000000,0.02721194
c,100000,17,100.00000000,1000.00000000,0.02595877
c,100000,18,0.00001000,0.00010000,0.03351461
c,100000,18,0.00010000,0.00100000,0.02902797
c,100000,18,0.00100000,0.01000000,0.03030124
c,100000,18,0.01000000,0.10000000,0.03330098
c,100000,18,0.10000000,1.00000000,0.03442537
c,100000,18,1.00000000,10.00000000,0.02700027
c,100000,18,10.00000000,100.00000000,0.02101667
c,100000,18,100.00000000,1000.00000000,0.02382579
c,100000,19,0.00001000,0.00010000,0.03199492
c,100000,19,0.00010000,0.00100000,0.03028981
c,100000,19,0.00100000,0.01000000,0.03090009
c,100000,19,0.01000000,0.10000000,0.03135741
c,100000,19,0.10000000,1.00000000,0.03514986
c,100000,19,1.00000000,10.00000000,0.02756386
c,100000,19,10.00000000,100.00000000,0.02695064
c,100000,19,100.00000000,1000.00000000,0.02342753
c,100000,20,0.00001000,0.00010000,0.02944660
c,100000,20,0.00010000,0.00100000,0.02967371
c,100000,20,0.00100000,0.01000000,0.03267270
c,100000,20,0.01000000,0.10000000,0.03596375
c,100000,20,0.10000000,1.00000000,0.03325480
c,100000,20,1.00000000,10.00000000,0.02666836
c,100000,20,10.00000000,100.00000000,0.02725014
c,100000,20,100.00000000,1000.00000000,0.02775164
c,1000000,1,0.00001000,0.00010000,0.09585851
c,1000000,1,0.00010000,0.00100000,0.07912452
c,1000000,1,0.00100000,0.01000000,0.07767761
c,1000000,1,0.01000000,0.10000000,0.07636321
c,1000000,1,0.10000000,1.00000000,0.07317636
c,1000000,1,1.00000000,10.00000000,0.05904327
c,1000000,1,10.00000000,100.00000000,0.05766729
c,1000000,1,100.00000000,1000.00000000,0.05786653
c,1000000,2,0.00001000,0.00010000,0.10639272
c,1000000,2,0.00010000,0.00100000,0.10269270
c,1000000,2,0.00100000,0.01000000,0.09923207
c,1000000,2,0.01000000,0.10000000,0.09819485
c,1000000,2,0.10000000,1.00000000,0.09828592
c,1000000,2,1.00000000,10.00000000,0.09434087
c,1000000,2,10.00000000,100.00000000,0.09544006
c,1000000,2,100.00000000,1000.00000000,0.09625502
c,1000000,3,0.00001000,0.00010000,0.13294778
c,1000000,3,0.00010000,0.00100000,0.13558347
c,1000000,3,0.00100000,0.01000000,0.13514128
c,1000000,3,0.01000000,0.10000000,0.13314207
c,1000000,3,0.10000000,1.00000000,0.12641548
c,1000000,3,1.00000000,10.00000000,0.12985107
c,1000000,3,10.00000000,100.00000000,0.12610317
c,1000000,3,100.00000000,1000.00000000,0.12648834
c,1000000,4,0.00001000,0.00010000,0.17938484
c,1000000,4,0.00010000,0.00100000,0.17531501
c,1000000,4,0.00100000,0.01000000,0.17553347
c,1000000,4,0.01000000,0.10000000,0.17187310
c,1000000,4,0.10000000,1.00000000,0.17009943
c,1000000,4,1.00000000,10.00000000,0.16072642
c,1000000,4,10.00000000,100.00000000,0.15684327
c,1000000,4,100.00000000,1000.00000000,0.15726434
c,1000000,5,0.00001000,0.00010000,0.19822587
c,1000000,5,0.00010000,0.00100000,0.19308184
c,1000000,5,0.00100000,0.01000000,0.19309365
c,1000000,5,0.01000000,0.10000000,0.19018501
c,1000000,5,0.10000000,1.00000000,0.18687554
c,1000000,5,1.00000000,10.00000000,0.17305431
c,1000000,5,10.00000000,100.00000000,0.17175215
c,1000000,5,100.00000000,1000.00000000,0.17218251
c,1000000,6,0.00001000,0.00010000,0.21208714
c,1000000,6,0.00010000,0.00100000,0.20615781
c,1000000,6,0.00100000,0.01000000,0.20559731
c,1000000,6,0.01000000,0.10000000,0.20191753
c,1000000,6,0.10000000,1.00000000,0.19862297
c,1000000,6,1.00000000,10.00000000,0.18001110
c,1000000,6,10.00000000,100.00000000,0.17946402
c,1000000,6,100.00000000,1000.00000000,0.17915877
c,1000000,7,0.00001000,0.00010000,0.19716974
c,1000000,7,0.00010000,0.00100000,0.19255661
c,1000000,7,0.00100000,0.01000000,0.19807760
c,1000000,7,0.01000000,0.10000000,0.20500633
c,1000000,7,0.10000000,1.00000000,0.20286621
c,1000000,7,1.00000000,10.00000000,0.17075615
c,1000000,7,10.00000000,100.00000000,0.17028766
c,1000000,7,100.00000000,1000.00000000,0.17808084
c,1000000,8,0.00001000,0.00010000,0.21502258
c,1000000,8,0.00010000,0.00100000,0.19673410
c,1000000,8,0.00100000,0.01000000,0.20343621
c,1000000,8,0.01000000,0.10000000,0.19214516
c,1000000,8,0.10000000,1.00000000,0.18619164
c,1000000,8,1.00000000,10.00000000,0.17671667
c,1000000,8,10.00000000,100.00000000,0.18132998
c,1000000,8,100.00000000,1000.00000000,0.17637807
c,1000000,9,0.00001000,0.00010000,0.21731513
c,1000000,9,0.00010000,0.00100000,0.20108896
c,1000000,9,0.00100000,0.01000000,0.20039104
c,1000000,9,0.01000000,0.10000000,0.18405643
c,1000000,9,0.10000000,1.00000000,0.18948737
c,1000000,9,1.00000000,10.00000000,0.17949978
c,1000000,9,10.00000000,100.00000000,0.18719983
c,1000000,9,100.00000000,1000.00000000,0.18439564
c,1000000,10,0.00001000,0.00010000,0.20718908
c,1000000,10,0.00010000,0.00100000,0.18569397
c,1000000,10,0.00100000,0.01000000,0.19405186
c,1000000,10,0.01000000,0.10000000,0.20643092
c,1000000,10,0.10000000,1.00000000,0.17687303
c,1000000,10,1.00000000,10.00000000,0.17398796
c,1000000,10,10.00000000,100.00000000,0.19187706
c,1000000,10,100.00000000,1000.00000000,0.18835830
c,1000000,11,0.00001000,0.00010000,0.22076347
c,1000000,11,0.00010000,0.00100000,0.19809879
c,1000000,11,0.00100000,0.01000000,0.19250421
c,1000000,11,0.01000000,0.10000000,0.19577145
c,1000000,11,0.10000000,1.00000000,0.20902669
c,1000000,11,1.00000000,10.00000000,0.19856852
c,1000000,11,10.00000000,100.00000000,0.19833546
c,1000000,11,100.00000000,1000.00000000,0.19561041
c,1000000,12,0.00001000,0.00010000,0.23147909
c,1000000,12,0.00010000,0.00100000,0.20573125
c,1000000,12,0.00100000,0.01000000,0.20147372
c,1000000,12,0.01000000,0.10000000,0.20502835
c,1000000,12,0.10000000,1.00000000,0.20580039
c,1000000,12,1.00000000,10.00000000,0.19318389
c,1000000,12,10.00000000,100.00000000,0.19477606
c,1000000,12,100.00000000,1000.00000000,0.19472827
c,1000000,13,0.00001000,0.00010000,0.38485554
c,1000000,13,0.00010000,0.00100000,0.37049623
c,1000000,13,0.00100000,0.01000000,0.36815495
c,1000000,13,0.01000000,0.10000000,0.37660124
c,1000000,13,0.10000000,1.00000000,0.36825029
c,1000000,13,1.00000000,10.00000000,0.33138425
c,1000000,13,10.00000000,100.00000000,0.33825665
c,1000000,13,100.00000000,1000.00000000,0.33417448
c,1000000,14,0.00001000,0.00010000,0.38826920
c,1000000,14,0.00010000,0.00100000,0.37017956
c,1000000,14,0.00100000,0.01000000,0.36668500
c,1000000,14,0.01000000,0.10000000,0.37342131
c,1000000,14,0.10000000,1.00000000,0.36891408
c,1000000,14,1.00000000,10.00000000,0.34394704
c,1000000,14,10.00000000,100.00000000,0.32869385
c,1000000,14,100.00000000,1000.00000000,0.33285305
c,1000000,15,0.00001000,0.00010000,0.38371123
c,1000000,15,0.00010000,0.00100000,0.36910833
c,1000000,15,0.00100000,0.01000000,0.37632943
c,1000000,15,0.01000000,0.10000000,0.36956782
c,1000000,15,0.10000000,1.00000000,0.36636490
c,1000000,15,1.00000000,10.00000000,0.33671617
c,1000000,15,10.00000000,100.00000000,0.31369540
c,1000000,15,100.00000000,1000.00000000,0.32354018
c,1000000,16,0.00001000,0.00010000,0.37925528
c,1000000,16,0.00010000,0.00100000,0.38007826
c,1000000,16,0.00100000,0.01000000,0.37546689
c,1000000,16,0.01000000,0.10000000,0.37561648
c,1000000,16,0.10000000,1.00000000,0.36832799
c,1000000,16,1.00000000,10.00000000,0.34024106
c,1000000,16,10.00000000,100.00000000,0.33763938
c,1000000,16,100.00000000,1000.00000000,0.33095620
c,1000000,17,0.00001000,0.00010000,0.38614170
c,1000000,17,0.00010000,0.00100000,0.37583765
c,1000000,17,0.00100000,0.01000000,0.37933893
c,1000000,17,0.01000000,0.10000000,0.37364757
c,1000000,17,0.10000000,1.00000000,0.37309535
c,1000000,17,1.00000000,10.00000000,0.34403454
c,1000000,17,10.00000000,100.00000000,0.33986212
c,1000000,17,100.00000000,1000.00000000,0.31827030
c,1000000,18,0.00001000,0.00010000,0.37182132
c,1000000,18,0.00010000,0.00100000,0.37565754
c,1000000,18,0.00100000,0.01000000,0.37726071
c,1000000,18,0.01000000,0.10000000,0.37656379
c,1000000,18,0.10000000,1.00000000,0.37172514
c,1000000,18,1.00000000,10.00000000,0.34497733
c,1000000,18,10.00000000,100.00000000,0.33958413
c,1000000,18,100.00000000,1000.00000000,0.34352590
c,1000000,19,0.00001000,0.00010000,0.39087886
c,1000000,19,0.00010000,0.00100000,0.38067780
c,1000000,19,0.00100000,0.01000000,0.38016331
c,1000000,19,0.01000000,0.10000000,0.37673799
c,1000000,19,0.10000000,1.00000000,0.37180052
c,1000000,19,1.00000000,10.00000000,0.34276846
c,1000000,19,10.00000000,100.00000000,0.33790792
c,1000000,19,100.00000000,1000.00000000,0.33773497
c,1000000,20,0.00001000,0.00010000,0.38073445
c,1000000,20,0.00010000,0.00100000,0.38270952
c,1000000,20,0.00100000,0.01000000,0.37752140
c,1000000,20,0.01000000,0.10000000,0.37756580
c,1000000,20,0.10000000,1.00000000,0.37225585
c,1000000,20,1.00000000,10.00000000,0.34689194
c,1000000,20,10.00000000,100.00000000,0.33347735
c,1000000,20,100.00000000,1000.00000000,0.32798645
c,10000000,1,0.00001000,0.00010000,0.94699385
c,10000000,1,0.00010000,0.00100000,0.78295321
c,10000000,1,0.00100000,0.01000000,0.77283786
c,10000000,1,0.01000000,0.10000000,0.76181753
c,10000000,1,0.10000000,1.00000000,0.73203901
c,10000000,1,1.00000000,10.00000000,0.59137279
c,10000000,1,10.00000000,100.00000000,0.57617789
c,10000000,1,100.00000000,1000.00000000,0.56660601
c,10000000,2,0.00001000,0.00010000,1.12558852
c,10000000,2,0.00010000,0.00100000,1.04848666
c,10000000,2,0.00100000,0.01000000,1.04454128
c,10000000,2,0.01000000,0.10000000,1.04064925
c,10000000,2,0.10000000,1.00000000,1.04213967
c,10000000,2,1.00000000,10.00000000,1.02522931
c,10000000,2,10.00000000,100.00000000,1.02750017
c,10000000,2,100.00000000,1000.00000000,1.02948898
c,10000000,3,0.00001000,0.00010000,1.39561543
c,10000000,3,0.00010000,0.00100000,1.33829300
c,10000000,3,0.00100000,0.01000000,1.32403341
c,10000000,3,0.01000000,0.10000000,1.30820149
c,10000000,3,0.10000000,1.00000000,1.30127277
c,10000000,3,1.00000000,10.00000000,1.37351016
c,10000000,3,10.00000000,100.00000000,1.31343805
c,10000000,3,100.00000000,1000.00000000,1.35465587
c,10000000,4,0.00001000,0.00010000,1.92143969
c,10000000,4,0.00010000,0.00100000,1.85464194
c,10000000,4,0.00100000,0.01000000,1.82959251
c,10000000,4,0.01000000,0.10000000,1.76490201
c,10000000,4,0.10000000,1.00000000,1.68906612
c,10000000,4,1.00000000,10.00000000,1.68052041
c,10000000,4,10.00000000,100.00000000,1.79816083
c,10000000,4,100.00000000,1000.00000000,1.70956732
c,10000000,5,0.00001000,0.00010000,2.03910285
c,10000000,5,0.00010000,0.00100000,1.99849876
c,10000000,5,0.00100000,0.01000000,1.94227189
c,10000000,5,0.01000000,0.10000000,1.91863109
c,10000000,5,0.10000000,1.00000000,1.88169482
c,10000000,5,1.00000000,10.00000000,1.73979084
c,10000000,5,10.00000000,100.00000000,1.71049086
c,10000000,5,100.00000000,1000.00000000,1.71202467
c,10000000,6,0.00001000,0.00010000,2.05029888
c,10000000,6,0.00010000,0.00100000,2.03158557
c,10000000,6,0.00100000,0.01000000,2.01604294
c,10000000,6,0.01000000,0.10000000,1.99217709
c,10000000,6,0.10000000,1.00000000,1.96805776
c,10000000,6,1.00000000,10.00000000,1.79625384
c,10000000,6,10.00000000,100.00000000,1.77979008
c,10000000,6,100.00000000,1000.00000000,1.78918400
c,10000000,7,0.00001000,0.00010000,1.96725981
c,10000000,7,0.00010000,0.00100000,1.88210291
c,10000000,7,0.00100000,0.01000000,1.89398574
c,10000000,7,0.01000000,0.10000000,1.85320629
c,10000000,7,0.10000000,1.00000000,1.87309036
c,10000000,7,1.00000000,10.00000000,1.70240392
c,10000000,7,10.00000000,100.00000000,1.67753658
c,10000000,7,100.00000000,1000.00000000,1.67848284
c,10000000,8,0.00001000,0.00010000,1.98255171
c,10000000,8,0.00010000,0.00100000,1.86981477
c,10000000,8,0.00100000,0.01000000,1.87128148
c,10000000,8,0.01000000,0.10000000,1.88605496
c,10000000,8,0.10000000,1.00000000,1.83528794
c,10000000,8,1.00000000,10.00000000,1.75019779
c,10000000,8,10.00000000,100.00000000,1.72728835
c,10000000,8,100.00000000,1000.00000000,1.73050515
c,10000000,9,0.00001000,0.00010000,2.02265861
c,10000000,9,0.00010000,0.00100000,1.90064312
c,10000000,9,0.00100000,0.01000000,1.86549305
c,10000000,9,0.01000000,0.10000000,1.84484643
c,10000000,9,0.10000000,1.00000000,1.83306996
c,10000000,9,1.00000000,10.00000000,1.72864588
c,10000000,9,10.00000000,100.00000000,1.72933116
c,10000000,9,100.00000000,1000.00000000,1.74024714
c,10000000,10,0.00001000,0.00010000,2.09590213
c,10000000,10,0.00010000,0.00100000,1.93712264
c,10000000,10,0.00100000,0.01000000,1.97568749
c,10000000,10,0.01000000,0.10000000,1.97273329
c,10000000,10,0.10000000,1.00000000,1.93138089
c,10000000,10,1.00000000,10.00000000,1.79478683
c,10000000,10,10.00000000,100.00000000,1.77124506
c,10000000,10,100.00000000,1000.00000000,1.87116071
c,10000000,11,0.00001000,0.00010000,2.22245478
c,10000000,11,0.00010000,0.00100000,2.06645477
c,10000000,11,0.00100000,0.01000000,2.03835845
c,10000000,11,0.01000000,0.10000000,2.01240793
c,10000000,11,0.10000000,1.00000000,1.98998267
c,10000000,11,1.00000000,10.00000000,1.89722573
c,10000000,11,10.00000000,100.00000000,1.88204545
c,10000000,11,100.00000000,1000.00000000,1.90846945
c,10000000,12,0.00001000,0.00010000,2.34696244
c,10000000,12,0.00010000,0.00100000,2.15768871
c,10000000,12,0.00100000,0.01000000,2.11387969
c,10000000,12,0.01000000,0.10000000,2.07817561
c,10000000,12,0.10000000,1.00000000,2.06642923
c,10000000,12,1.00000000,10.00000000,2.16865378
c,10000000,12,10.00000000,100.00000000,1.95515201
c,10000000,12,100.00000000,1000.00000000,1.99652836
c,10000000,13,0.00001000,0.00010000,3.98847214
c,10000000,13,0.00010000,0.00100000,3.87242687
c,10000000,13,0.00100000,0.01000000,3.83050679
c,10000000,13,0.01000000,0.10000000,3.80962959
c,10000000,13,0.10000000,1.00000000,3.75904368
c,10000000,13,1.00000000,10.00000000,3.56212511
c,10000000,13,10.00000000,100.00000000,3.54253347
c,10000000,13,100.00000000,1000.00000000,3.53518779
c,10000000,14,0.00001000,0.00010000,3.98520735
c,10000000,14,0.00010000,0.00100000,3.87047488
c,10000000,14,0.00100000,0.01000000,3.83942417
c,10000000,14,0.01000000,0.10000000,3.80089953
c,10000000,14,0.10000000,1.00000000,3.76567349
c,10000000,14,1.00000000,10.00000000,3.55727786
c,10000000,14,10.00000000,100.00000000,3.52526651
c,10000000,14,100.00000000,1000.00000000,3.54214814
c,10000000,15,0.00001000,0.00010000,3.98529257
c,10000000,15,0.00010000,0.00100000,3.87806394
c,10000000,15,0.00100000,0.01000000,3.83631391
c,10000000,15,0.01000000,0.10000000,3.79537211
c,10000000,15,0.10000000,1.00000000,3.77422311
c,10000000,15,1.00000000,10.00000000,3.55242555
c,10000000,15,10.00000000,100.00000000,3.51959188
c,10000000,15,100.00000000,1000.00000000,3.53586176
c,10000000,16,0.00001000,0.00010000,3.98933864
c,10000000,16,0.00010000,0.00100000,3.87889073
c,10000000,16,0.00100000,0.01000000,3.83993024
c,10000000,16,0.01000000,0.10000000,3.80233763
c,10000000,16,0.10000000,1.00000000,3.75960467
c,10000000,16,1.00000000,10.00000000,3.56391663
c,10000000,16,10.00000000,100.00000000,3.53136244
c,10000000,16,100.00000000,1000.00000000,3.54002364
c,10000000,17,0.00001000,0.00010000,3.99234735
c,10000000,17,0.00010000,0.00100000,3.88409340
c,10000000,17,0.00100000,0.01000000,3.83702537
c,10000000,17,0.01000000,0.10000000,3.81348002
c,10000000,17,0.10000000,1.00000000,3.77440271
c,10000000,17,1.00000000,10.00000000,3.56918014
c,10000000,17,10.00000000,100.00000000,3.54235913
c,10000000,17,100.00000000,1000.00000000,3.53835138
c,10000000,18,0.00001000,0.00010000,3.99632949
c,10000000,18,0.00010000,0.00100000,3.89302483
c,10000000,18,0.00100000,0.01000000,3.83955417
c,10000000,18,0.01000000,0.10000000,3.80917834
c,10000000,18,0.10000000,1.00000000,3.77727332
c,10000000,18,1.00000000,10.00000000,3.57637052
c,10000000,18,10.00000000,100.00000000,3.53034685
c,10000000,18,100.00000000,1000.00000000,3.53318775
c,10000000,19,0.00001000,0.00010000,3.99567117
c,10000000,19,0.00010000,0.00100000,3.89524722
c,10000000,19,0.00100000,0.01000000,3.84926142
c,10000000,19,0.01000000,0.10000000,3.82231151
c,10000000,19,0.10000000,1.00000000,3.77807192
c,10000000,19,1.00000000,10.00000000,3.57623842
c,10000000,19,10.00000000,100.00000000,3.54134498
c,10000000,19,100.00000000,1000.00000000,3.54252334
c,10000000,20,0.00001000,0.00010000,4.00971819
c,10000000,20,0.00010000,0.00100000,3.89525353
c,10000000,20,0.00100000,0.01000000,3.85079290
c,10000000,20,0.01000000,0.10000000,3.82267894
c,10000000,20,0.10000000,1.00000000,3.78023820
c,10000000,20,1.00000000,10.00000000,3.56422081
c,10000000,20,10.00000000,100.00000000,3.54696638
c,10000000,20,100.00000000,1000.00000000,3.55238303
l,100000,1,0.00001000,0.00010000,0.00975073
l,100000,1,0.00010000,0.00100000,0.00825315
l,100000,1,0.00100000,0.01000000,0.00794352
l,100000,1,0.01000000,0.10000000,0.00769078
l,100000,1,0.10000000,1.00000000,0.00732803
l,100000,1,1.00000000,10.00000000,0.00594466
l,100000,1,10.00000000,100.00000000,0.00580655
l,100000,1,100.00000000,1000.00000000,0.00580260
l,100000,2,0.00001000,0.00010000,0.01094473
l,100000,2,0.00010000,0.00100000,0.01053328
l,100000,2,0.00100000,0.01000000,0.01081020
l,100000,2,0.01000000,0.10000000,0.01081890
l,100000,2,0.10000000,1.00000000,0.01018569
l,100000,2,1.00000000,10.00000000,0.00833423
l,100000,2,10.00000000,100.00000000,0.00797787
l,100000,2,100.00000000,1000.00000000,0.00816372
l,100000,3,0.00001000,0.00010000,0.01628477
l,100000,3,0.00010000,0.00100000,0.01568025
l,100000,3,0.00100000,0.01000000,0.01581784
l,100000,3,0.01000000,0.10000000,0.01578625
l,100000,3,0.10000000,1.00000000,0.01579334
l,100000,3,1.00000000,10.00000000,0.01581925
l,100000,3,10.00000000,100.00000000,0.01534945
l,100000,3,100.00000000,1000.00000000,0.01555484
l,100000,4,0.00001000,0.00010000,0.01982021
l,100000,4,0.00010000,0.00100000,0.01924054
l,100000,4,0.00100000,0.01000000,0.01911848
l,100000,4,0.01000000,0.10000000,0.01869063
l,100000,4,0.10000000,1.00000000,0.01818526
l,100000,4,1.00000000,10.00000000,0.01972131
l,100000,4,10.00000000,100.00000000,0.01926921
l,100000,4,100.00000000,1000.00000000,0.01920542
l,100000,5,0.00001000,0.00010000,0.02232854
l,100000,5,0.00010000,0.00100000,0.02198678
l,100000,5,0.00100000,0.01000000,0.02254076
l,100000,5,0.01000000,0.10000000,0.02151537
l,100000,5,0.10000000,1.00000000,0.02287779
l,100000,5,1.00000000,10.00000000,0.02322928
l,100000,5,10.00000000,100.00000000,0.02301957
l,100000,5,100.00000000,1000.00000000,0.02296025
l,100000,6,0.00001000,0.00010000,0.02856073
l,100000,6,0.00010000,0.00100000,0.02942012
l,100000,6,0.00100000,0.01000000,0.02925358
l,100000,6,0.01000000,0.10000000,0.02904687
l,100000,6,0.10000000,1.00000000,0.02838651
l,100000,6,1.00000000,10.00000000,0.02781235
l,100000,6,10.00000000,100.00000000,0.02768587
l,100000,6,100.00000000,1000.00000000,0.02769610
l,100000,7,0.00001000,0.00010000,0.03117126
l,100000,7,0.00010000,0.00100000,0.03111780
l,100000,7,0.00100000,0.01000000,0.03113579
l,100000,7,0.01000000,0.10000000,0.03094466
l,100000,7,0.10000000,1.00000000,0.02956368
l,100000,7,1.00000000,10.00000000,0.02923543
l,100000,7,10.00000000,100.00000000,0.02919224
l,100000,7,100.00000000,1000.00000000,0.02923000
l,100000,8,0.00001000,0.00010000,0.03337578
l,100000,8,0.00010000,0.00100000,0.03314386
l,100000,8,0.00100000,0.01000000,0.03286207
l,100000,8,0.01000000,0.10000000,0.03258032
l,100000,8,0.10000000,1.00000000,0.03127908
l,100000,8,1.00000000,10.00000000,0.03069838
l,100000,8,10.00000000,100.00000000,0.03064545
l,100000,8,100.00000000,1000.00000000,0.03072282
l,100000,9,0.00001000,0.00010000,0.03514266
l,100000,9,0.00010000,0.00100000,0.03447381
l,100000,9,0.00100000,0.01000000,0.03453909
l,100000,9,0.01000000,0.10000000,0.03429287
l,100000,9,0.10000000,1.00000000,0.03270263
l,100000,9,1.00000000,10.00000000,0.03227029
l,100000,9,10.00000000,100.00000000,0.03227038
l,100000,9,100.00000000,1000.00000000,0.03221937
l,100000,10,0.00001000,0.00010000,0.03518387
l,100000,10,0.00010000,0.00100000,0.03464583
l,100000,10,0.00100000,0.01000000,0.03450597
l,100000,10,0.01000000,0.10000000,0.03381511
l,100000,10,0.10000000,1.00000000,0.03180771
l,100000,10,1.00000000,10.00000000,0.03106237
l,100000,10,10.00000000,100.00000000,0.03106285
l,100000,10,100.00000000,1000.00000000,0.03129755
l,100000,11,0.00001000,0.00010000,0.03519496
l,100000,11,0.00010000,0.00100000,0.03436579
l,100000,11,0.00100000,0.01000000,0.03427402
l,100000,11,0.01000000,0.10000000,0.03374230
l,100000,11,0.10000000,1.00000000,0.03227777
l,100000,11,1.00000000,10.00000000,0.03204964
l,100000,11,10.00000000,100.00000000,0.03197630
l,100000,11,100.00000000,1000.00000000,0.03180474
l,100000,12,0.00001000,0.00010000,0.03645451
l,100000,12,0.00010000,0.00100000,0.03544623
l,100000,12,0.00100000,0.01000000,0.03544359
l,100000,12,0.01000000,0.10000000,0.03494481
l,100000,12,0.10000000,1.00000000,0.03359009
l,100000,12,1.00000000,10.00000000,0.03325496
l,100000,12,10.00000000,100.00000000,0.03306956
l,100000,12,100.00000000,1000.00000000,0.03294728
l,100000,13,0.00001000,0.00010000,0.04304318
l,100000,13,0.00010000,0.00100000,0.04452560
l,100000,13,0.00100000,0.01000000,0.04022234
l,100000,13,0.01000000,0.10000000,0.04287336
l,100000,13,0.10000000,1.00000000,0.04400408
l,100000,13,1.00000000,10.00000000,0.04068546
l,100000,13,10.00000000,100.00000000,0.03913753
l,100000,13,100.00000000,1000.00000000,0.03967402
l,100000,14,0.00001000,0.00010000,0.04254696
l,100000,14,0.00010000,0.00100000,0.04357932
l,100000,14,0.00100000,0.01000000,0.04586719
l,100000,14,0.01000000,0.10000000,0.04155377
l,100000,14,0.10000000,1.00000000,0.03989946
l,100000,14,1.00000000,10.00000000,0.03709037
l,100000,14,10.00000000,100.00000000,0.03923194
l,100000,14,100.00000000,1000.00000000,0.03930472
l,100000,15,0.00001000,0.00010000,0.04386260
l,100000,15,0.00010000,0.00100000,0.04422166
l,100000,15,0.00100000,0.01000000,0.04149323
l,100000,15,0.01000000,0.10000000,0.04489062
l,100000,15,0.10000000,1.00000000,0.04093039
l,100000,15,1.00000000,10.00000000,0.03372633
l,100000,15,10.00000000,100.00000000,0.03813946
l,100000,15,100.00000000,1000.00000000,0.03994813
l,100000,16,0.00001000,0.00010000,0.04283585
l,100000,16,0.00010000,0.00100000,0.04415509
l,100000,16,0.00100000,0.01000000,0.04083185
l,100000,16,0.01000000,0.10000000,0.04380313
l,100000,16,0.10000000,1.00000000,0.03842554
l,100000,16,1.00000000,10.00000000,0.03979108
l,100000,16,10.00000000,100.00000000,0.03854123
l,100000,16,100.00000000,1000.00000000,0.04043517
l,100000,17,0.00001000,0.00010000,0.04445284
l,100000,17,0.00010000,0.00100000,0.04428473
l,100000,17,0.00100000,0.01000000,0.04320383
l,100000,17,0.01000000,0.10000000,0.04408445
l,100000,17,0.10000000,1.00000000,0.04195267
l,100000,17,1.00000000,10.00000000,0.03983749
l,100000,17,10.00000000,100.00000000,0.04001341
l,100000,17,100.00000000,1000.00000000,0.03689151
l,100000,18,0.00001000,0.00010000,0.04617735
l,100000,18,0.00010000,0.00100000,0.04432415
l,100000,18,0.00100000,0.01000000,0.04031451
l,100000,18,0.01000000,0.10000000,0.04098262
l,100000,18,0.10000000,1.00000000,0.04401351
l,100000,18,1.00000000,10.00000000,0.03957999
l,100000,18,10.00000000,100.00000000,0.04171975
l,100000,18,100.00000000,1000.00000000,0.04307211
l,100000,19,0.00001000,0.00010000,0.04462315
l,100000,19,0.00010000,0.00100000,0.04542028
l,100000,19,0.00100000,0.01000000,0.04101372
l,100000,19,0.01000000,0.10000000,0.04442426
l,100000,19,0.10000000,1.00000000,0.03994317
l,100000,19,1.00000000,10.00000000,0.04091882
l,100000,19,10.00000000,100.00000000,0.04069677
l,100000,19,100.00000000,1000.00000000,0.04045989
l,100000,20,0.00001000,0.00010000,0.04391790
l,100000,20,0.00010000,0.00100000,0.04297947
l,100000,20,0.00100000,0.01000000,0.04426341
l,100000,20,0.01000000,0.10000000,0.04482148
l,100000,20,0.10000000,1.00000000,0.04111874
l,100000,20,1.00000000,10.00000000,0.04005142
l,100000,20,10.00000000,100.00000000,0.04189459
l,100000,20,100.00000000,1000.00000000,0.04185217
l,1000000,1,0.00001000,0.00010000,0.09611742
l,1000000,1,0.00010000,0.00100000,0.07926775
l,1000000,1,0.00100000,0.01000000,0.07779635
l,1000000,1,0.01000000,0.10000000,0.07637165
l,1000000,1,0.10000000,1.00000000,0.07327292
l,1000000,1,1.00000000,10.00000000,0.05937829
l,1000000,1,10.00000000,100.00000000,0.05804703
l,1000000,1,100.00000000,1000.00000000,0.05758735
l,1000000,2,0.00001000,0.00010000,0.13755434
l,1000000,2,0.00010000,0.00100000,0.13308901
l,1000000,2,0.00100000,0.01000000,0.13615121
l,1000000,2,0.01000000,0.10000000,0.13026333
l,1000000,2,0.10000000,1.00000000,0.12731675
l,1000000,2,1.00000000,10.00000000,0.09229872
l,1000000,2,10.00000000,100.00000000,0.10499197
l,1000000,2,100.00000000,1000.00000000,0.10147159
l,1000000,3,0.00001000,0.00010000,0.17452174
l,1000000,3,0.00010000,0.00100000,0.16576041
l,1000000,3,0.00100000,0.01000000,0.16835315
l,1000000,3,0.01000000,0.10000000,0.16152995
l,1000000,3,0.10000000,1.00000000,0.17279963
l,1000000,3,1.00000000,10.00000000,0.14889277
l,1000000,3,10.00000000,100.00000000,0.14534283
l,1000000,3,100.00000000,1000.00000000,0.14435111
l,1000000,4,0.00001000,0.00010000,0.21331894
l,1000000,4,0.00010000,0.00100000,0.21413897
