implementation,N_points,N_threads,A,B,time
a,100000,8,1.00000000,10.00000000,0.01084873
a,100000,8,10.00000000,100.00000000,0.01094867
a,100000,8,100.00000000,1000.00000000,0.01106344
a,100000,9,0.00001000,0.00010000,0.01299899
a,100000,9,0.00010000,0.00100000,0.01306819
a,100000,9,0.00100000,0.01000000,0.01285075
a,100000,9,0.01000000,0.10000000,0.01298323
a,100000,9,0.10000000,1.00000000,0.01291070
a,100000,9,1.00000000,10.00000000,0.01226139
a,100000,9,10.00000000,100.00000000,0.01224665
a,100000,9,100.00000000,1000.00000000,0.01209288
a,100000,10,0.00001000,0.00010000,0.01296687
a,100000,10,0.00010000,0.00100000,0.01291767
a,100000,10,0.00100000,0.01000000,0.01268861
a,100000,10,0.01000000,0.10000000,0.01246927
a,100000,10,0.10000000,1.00000000,0.01218190
a,100000,10,1.00000000,10.00000000,0.01205577
a,100000,10,10.00000000,100.00000000,0.01215334
a,100000,10,100.00000000,1000.00000000,0.01197108
a,100000,11,0.00001000,0.00010000,0.01288074
a,100000,11,0.00010000,0.00100000,0.01265182
a,100000,11,0.00100000,0.01000000,0.01272112
a,100000,11,0.01000000,0.10000000,0.01299231
a,100000,11,0.10000000,1.00000000,0.01232676
a,100000,11,1.00000000,10.00000000,0.01160717
a,100000,11,10.00000000,100.00000000,0.01154859
a,100000,11,100.00000000,1000.00000000,0.01153940
a,100000,12,0.00001000,0.00010000,0.01641664
a,100000,12,0.00010000,0.00100000,0.01457279
a,100000,12,0.00100000,0.01000000,0.01353912
a,100000,12,0.01000000,0.10000000,0.01450556
a,100000,12,0.10000000,1.00000000,0.01388569
a,100000,12,1.00000000,10.00000000,0.01400493
a,100000,12,10.00000000,100.00000000,0.01277934
a,100000,12,100.00000000,1000.00000000,0.01366070
a,100000,13,0.00001000,0.00010000,0.01358494
a,100000,13,0.00010000,0.00100000,0.01359899
a,100000,13,0.00100000,0.01000000,0.01355305
a,100000,13,0.01000000,0.10000000,0.01353389
a,100000,13,0.10000000,1.00000000,0.01323703
a,100000,13,1.00000000,10.00000000,0.01267820
a,100000,13,10.00000000,100.00000000,0.01263044
a,100000,13,100.00000000,1000.00000000,0.01233550
a,100000,14,0.00001000,0.00010000,0.01331849
a,100000,14,0.00010000,0.00100000,0.01340158
a,100000,14,0.00100000,0.01000000,0.01379477
a,100000,14,0.01000000,0.10000000,0.01297583
a,100000,14,0.10000000,1.00000000,0.01283081
a,100000,14,1.00000000,10.00000000,0.01234764
a,100000,14,10.00000000,100.00000000,0.01241330
a,100000,14,100.00000000,1000.00000000,0.01198973
a,100000,15,0.00001000,0.00010000,0.01338798
a,100000,15,0.00010000,0.00100000,0.01337331
a,100000,15,0.00100000,0.01000000,0.01337431
a,100000,15,0.01000000,0.10000000,0.01355862
a,100000,15,0.10000000,1.00000000,0.01305263
a,100000,15,1.00000000,10.00000000,0.01205454
a,100000,15,10.00000000,100.00000000,0.01241830
a,100000,15,100.00000000,1000.00000000,0.01216191
a,100000,16,0.00001000,0.00010000,0.01324511
a,100000,16,0.00010000,0.00100000,0.01322716
a,100000,16,0.00100000,0.01000000,0.01286925
a,100000,16,0.01000000,0.10000000,0.01308706
a,100000,16,0.10000000,1.00000000,0.01299585
a,100000,16,1.00000000,10.00000000,0.01238917
a,100000,16,10.00000000,100.00000000,0.01208407
a,100000,16,100.00000000,1000.00000000,0.01259738
a,100000,17,0.00001000,0.00010000,0.01322728
a,100000,17,0.00010000,0.00100000,0.01294199
a,100000,17,0.00100000,0.01000000,0.01320748
a,100000,17,0.01000000,0.10000000,0.01299412
a,100000,17,0.10000000,1.00000000,0.01356287
a,100000,17,1.00000000,10.00000000,0.01219997
a,100000,17,10.00000000,100.00000000,0.01229886
a,100000,17,100.00000000,1000.00000000,0.01263372
a,100000,18,0.00001000,0.00010000,0.01361939
a,100000,18,0.00010000,0.00100000,0.01406617
a,100000,18,0.00100000,0.01000000,0.01356062
a,100000,18,0.01000000,0.10000000,0.01264435
a,100000,18,0.10000000,1.00000000,0.01231417
a,100000,18,1.00000000,10.00000000,0.01216428
a,100000,18,10.00000000,100.00000000,0.01167924
a,100000,18,100.00000000,1000.00000000,0.01164007
a,100000,19,0.00001000,0.00010000,0.01296045
a,100000,19,0.00010000,0.00100000,0.01306005
a,100000,19,0.00100000,0.01000000,0.01306989
a,100000,19,0.01000000,0.10000000,0.01243389
a,100000,19,0.10000000,1.00000000,0.01253483
a,100000,19,1.00000000,10.00000000,0.01197199
a,100000,19,10.00000000,100.00000000,0.01223599
a,100000,19,100.00000000,1000.00000000,0.01174319
a,100000,20,0.00001000,0.00010000,0.01318331
a,100000,20,0.00010000,0.00100000,0.01279070
a,100000,20,0.00100000,0.01000000,0.01302124
a,100000,20,0.01000000,0.10000000,0.01263813
a,100000,20,0.10000000,1.00000000,0.01264589
a,100000,20,1.00000000,10.00000000,0.01181117
a,100000,20,10.00000000,100.00000000,0.01193302
a,100000,20,100.00000000,1000.00000000,0.01146653
a,1000000,1,0.00001000,0.00010000,0.09486735
a,1000000,1,0.00010000,0.00100000,0.07883667
a,1000000,1,0.00100000,0.01000000,0.07671383
a,1000000,1,0.01000000,0.10000000,0.07608920
a,1000000,1,0.10000000,1.00000000,0.07253963
a,1000000,1,1.00000000,10.00000000,0.05998270
a,1000000,1,10.00000000,100.00000000,0.05939364
a,1000000,1,100.00000000,1000.00000000,0.05768437
a,1000000,2,0.00001000,0.00010000,0.09072870
a,1000000,2,0.00010000,0.00100000,0.08931188
a,1000000,2,0.00100000,0.01000000,0.08748818
a,1000000,2,0.01000000,0.10000000,0.08821386
a,1000000,2,0.10000000,1.00000000,0.09168769
a,1000000,2,1.00000000,10.00000000,0.07910173
a,1000000,2,10.00000000,100.00000000,0.07877534
a,1000000,2,100.00000000,1000.00000000,0.07907644
a,1000000,3,0.00001000,0.00010000,0.10379282
a,1000000,3,0.00010000,0.00100000,0.10072659
a,1000000,3,0.00100000,0.01000000,0.10169800
a,1000000,3,0.01000000,0.10000000,0.10076124
a,1000000,3,0.10000000,1.00000000,0.10147459
a,1000000,3,1.00000000,10.00000000,0.10052929
a,1000000,3,10.00000000,100.00000000,0.10195702
a,1000000,3,100.00000000,1000.00000000,0.10097144
a,1000000,4,0.00001000,0.00010000,0.10252524
a,1000000,4,0.00010000,0.00100000,0.09944560
a,1000000,4,0.00100000,0.01000000,0.09918828
a,1000000,4,0.01000000,0.10000000,0.09873566
a,1000000,4,0.10000000,1.00000000,0.10045182
a,1000000,4,1.00000000,10.00000000,0.10031935
a,1000000,4,10.00000000,100.00000000,0.10042923
a,1000000,4,100.00000000,1000.00000000,0.10044162
a,1000000,5,0.00001000,0.00010000,0.11174917
a,1000000,5,0.00010000,0.00100000,0.11006035
a,1000000,5,0.00100000,0.01000000,0.10933565
a,1000000,5,0.01000000,0.10000000,0.10902329
a,1000000,5,0.10000000,1.00000000,0.10985538
a,1000000,5,1.00000000,10.00000000,0.10992650
a,1000000,5,10.00000000,100.00000000,0.10982537
a,1000000,5,100.00000000,1000.00000000,0.11223292
a,1000000,6,0.00001000,0.00010000,0.10555019
a,1000000,6,0.00010000,0.00100000,0.10361559
a,1000000,6,0.00100000,0.01000000,0.10318583
a,1000000,6,0.01000000,0.10000000,0.10330507
a,1000000,6,0.10000000,1.00000000,0.10373553
a,1000000,6,1.00000000,10.00000000,0.10205200
a,1000000,6,10.00000000,100.00000000,0.10180890
a,1000000,6,100.00000000,1000.00000000,0.10206833
a,1000000,7,0.00001000,0.00010000,0.10918359
a,1000000,7,0.00010000,0.00100000,0.10631212
a,1000000,7,0.00100000,0.01000000,0.10540494
a,1000000,7,0.01000000,0.10000000,0.10435153
a,1000000,7,0.10000000,1.00000000,0.10445662
a,1000000,7,1.00000000,10.00000000,0.10093220
a,1000000,7,10.00000000,100.00000000,0.09999644
a,1000000,7,100.00000000,1000.00000000,0.10031065
a,1000000,8,0.00001000,0.00010000,0.11364893
a,1000000,8,0.00010000,0.00100000,0.11236569
a,1000000,8,0.00100000,0.01000000,0.10990419
a,1000000,8,0.01000000,0.10000000,0.10848100
a,1000000,8,0.10000000,1.00000000,0.10727801
a,1000000,8,1.00000000,10.00000000,0.09721374
a,1000000,8,10.00000000,100.00000000,0.09762959
a,1000000,8,100.00000000,1000.00000000,0.09715178
a,1000000,9,0.00001000,0.00010000,0.11933487
a,1000000,9,0.00010000,0.00100000,0.12159376
a,1000000,9,0.00100000,0.01000000,0.12107893
a,1000000,9,0.01000000,0.10000000,0.12337404
a,1000000,9,0.10000000,1.00000000,0.12017553
a,1000000,9,1.00000000,10.00000000,0.11564067
a,1000000,9,10.00000000,100.00000000,0.11550007
a,1000000,9,100.00000000,1000.00000000,0.11480060
a,1000000,10,0.00001000,0.00010000,0.12357997
a,1000000,10,0.00010000,0.00100000,0.13465643
a,1000000,10,0.00100000,0.01000000,0.12504678
a,1000000,10,0.01000000,0.10000000,0.12578540
a,1000000,10,0.10000000,1.00000000,0.11723097
a,1000000,10,1.00000000,10.00000000,0.10662066
a,1000000,10,10.00000000,100.00000000,0.11243681
a,1000000,10,100.00000000,1000.00000000,0.10911552
a,1000000,11,0.00001000,0.00010000,0.12744740
a,1000000,11,0.00010000,0.00100000,0.12508388
a,1000000,11,0.00100000,0.01000000,0.13413238
a,1000000,11,0.01000000,0.10000000,0.13364037
a,1000000,11,0.10000000,1.00000000,0.13093388
a,1000000,11,1.00000000,10.00000000,0.11794572
a,1000000,11,10.00000000,100.00000000,0.10971734
a,1000000,11,100.00000000,1000.00000000,0.11068546
a,1000000,12,0.00001000,0.00010000,0.13518688
a,1000000,12,0.00010000,0.00100000,0.13543624
a,1000000,12,0.00100000,0.01000000,0.13523440
a,1000000,12,0.01000000,0.10000000,0.13675888
a,1000000,12,0.10000000,1.00000000,0.13188637
a,1000000,12,1.00000000,10.00000000,0.12240833
a,1000000,12,10.00000000,100.00000000,0.12223410
a,1000000,12,100.00000000,1000.00000000,0.12285957
a,1000000,13,0.00001000,0.00010000,0.13484523
a,1000000,13,0.00010000,0.00100000,0.13229135
a,1000000,13,0.00100000,0.01000000,0.13254154
a,1000000,13,0.01000000,0.10000000,0.13091899
a,1000000,13,0.10000000,1.00000000,0.12949793
a,1000000,13,1.00000000,10.00000000,0.12074215
a,1000000,13,10.00000000,100.00000000,0.12360159
a,1000000,13,100.00000000,1000.00000000,0.12414180
a,1000000,14,0.00001000,0.00010000,0.13369109
a,1000000,14,0.00010000,0.00100000,0.13257890
a,1000000,14,0.00100000,0.01000000,0.13235977
a,1000000,14,0.01000000,0.10000000,0.13150014
a,1000000,14,0.10000000,1.00000000,0.12883195
a,1000000,14,1.00000000,10.00000000,0.11899778
a,1000000,14,10.00000000,100.00000000,0.12019836
a,1000000,14,100.00000000,1000.00000000,0.11838980
a,1000000,15,0.00001000,0.00010000,0.13226053
a,1000000,15,0.00010000,0.00100000,0.13289469
a,1000000,15,0.00100000,0.01000000,0.13134290
a,1000000,15,0.01000000,0.10000000,0.13006284
a,1000000,15,0.10000000,1.00000000,0.12621350
a,1000000,15,1.00000000,10.00000000,0.12130476
a,1000000,15,10.00000000,100.00000000,0.12269060
a,1000000,15,100.00000000,1000.00000000,0.11653516
a,1000000,16,0.00001000,0.00010000,0.13360156
a,1000000,16,0.00010000,0.00100000,0.13064320
a,1000000,16,0.00100000,0.01000000,0.13016206
a,1000000,16,0.01000000,0.10000000,0.12979510
a,1000000,16,0.10000000,1.00000000,0.12648908
a,1000000,16,1.00000000,10.00000000,0.12010108
a,1000000,16,10.00000000,100.00000000,0.11957950
a,1000000,16,100.00000000,1000.00000000,0.11859291
a,1000000,17,0.00001000,0.00010000,0.13394943
a,1000000,17,0.00010000,0.00100000,0.13232965
a,1000000,17,0.00100000,0.01000000,0.13006563
a,1000000,17,0.01000000,0.10000000,0.12850449
a,1000000,17,0.10000000,1.00000000,0.12664164
a,1000000,17,1.00000000,10.00000000,0.12010653
a,1000000,17,10.00000000,100.00000000,0.11915838
a,1000000,17,100.00000000,1000.00000000,0.11921739
a,1000000,18,0.00001000,0.00010000,0.13410151
a,1000000,18,0.00010000,0.00100000,0.13136146
a,1000000,18,0.00100000,0.01000000,0.13155821
a,1000000,18,0.01000000,0.10000000,0.12971330
a,1000000,18,0.10000000,1.00000000,0.12534579
a,1000000,18,1.00000000,10.00000000,0.12029262
a,1000000,18,10.00000000,100.00000000,0.11820101
a,1000000,18,100.00000000,1000.00000000,0.11813334
a,1000000,19,0.00001000,0.00010000,0.13496043
a,1000000,19,0.00010000,0.00100000,0.13257671
a,1000000,19,0.00100000,0.01000000,0.13238761
a,1000000,19,0.01000000,0.10000000,0.12905345
a,1000000,19,0.10000000,1.00000000,0.12452335
a,1000000,19,1.00000000,10.00000000,0.11713772
a,1000000,19,10.00000000,100.00000000,0.11826643
a,1000000,19,100.00000000,1000.00000000,0.11733526
a,1000000,20,0.00001000,0.00010000,0.13436112
a,1000000,20,0.00010000,0.00100000,0.13244282
a,1000000,20,0.00100000,0.01000000,0.13262378
a,1000000,20,0.01000000,0.10000000,0.13026272
a,1000000,20,0.10000000,1.00000000,0.12516163
a,1000000,20,1.00000000,10.00000000,0.12106301
a,1000000,20,10.00000000,100.00000000,0.12009095
a,1000000,20,100.00000000,1000.00000000,0.11899201
a,10000000,1,0.00001000,0.00010000,0.92863529
a,10000000,1,0.00010000,0.00100000,0.76897113
a,10000000,1,0.00100000,0.01000000,0.75821516
a,10000000,1,0.01000000,0.10000000,0.76980262
a,10000000,1,0.10000000,1.00000000,0.73302860
a,10000000,1,1.00000000,10.00000000,0.60051670
a,10000000,1,10.00000000,100.00000000,0.58561799
a,10000000,1,100.00000000,1000.00000000,0.56903768
a,10000000,2,0.00001000,0.00010000,0.83657309
a,10000000,2,0.00010000,0.00100000,0.77900165
a,10000000,2,0.00100000,0.01000000,0.77500235
a,10000000,2,0.01000000,0.10000000,0.78409733
a,10000000,2,0.10000000,1.00000000,0.78723573
a,10000000,2,1.00000000,10.00000000,0.72466169
a,10000000,2,10.00000000,100.00000000,0.73487817
a,10000000,2,100.00000000,1000.00000000,0.73601200
a,10000000,3,0.00001000,0.00010000,0.98001746
a,10000000,3,0.00010000,0.00100000,0.92649292
a,10000000,3,0.00100000,0.01000000,0.88495999
a,10000000,3,0.01000000,0.10000000,0.88614343
a,10000000,3,0.10000000,1.00000000,0.85640417
a,10000000,3,1.00000000,10.00000000,0.89676801
a,10000000,3,10.00000000,100.00000000,0.90296397
a,10000000,3,100.00000000,1000.00000000,0.88692728
a,10000000,4,0.00001000,0.00010000,0.91387876
a,10000000,4,0.00010000,0.00100000,0.87845909
a,10000000,4,0.00100000,0.01000000,0.87259281
a,10000000,4,0.01000000,0.10000000,0.86985885
a,10000000,4,0.10000000,1.00000000,0.90941872
a,10000000,4,1.00000000,10.00000000,1.04206096
a,10000000,4,10.00000000,100.00000000,1.04988778
a,10000000,4,100.00000000,1000.00000000,1.15576872
a,10000000,5,0.00001000,0.00010000,1.14132898
a,10000000,5,0.00010000,0.00100000,1.06985255
a,10000000,5,0.00100000,0.01000000,1.00661274
a,10000000,5,0.01000000,0.10000000,1.00224151
a,10000000,5,0.10000000,1.00000000,1.00471678
a,10000000,5,1.00000000,10.00000000,1.00786675
a,10000000,5,10.00000000,100.00000000,1.06862509
a,10000000,5,100.00000000,1000.00000000,1.10321652
a,10000000,6,0.00001000,0.00010000,1.08474625
a,10000000,6,0.00010000,0.00100000,1.05946660
a,10000000,6,0.00100000,0.01000000,1.06630358
a,10000000,6,0.01000000,0.10000000,1.05684055
a,10000000,6,0.10000000,1.00000000,1.05250934
a,10000000,6,1.00000000,10.00000000,1.05751039
a,10000000,6,10.00000000,100.00000000,1.05111682
a,10000000,6,100.00000000,1000.00000000,1.05437360
a,10000000,7,0.00001000,0.00010000,1.10843105
a,10000000,7,0.00010000,0.00100000,1.09560739
a,10000000,7,0.00100000,0.01000000,1.06267214
a,10000000,7,0.01000000,0.10000000,1.08069050
a,10000000,7,0.10000000,1.00000000,1.04141164
a,10000000,7,1.00000000,10.00000000,0.98779678
a,10000000,7,10.00000000,100.00000000,0.98490297
a,10000000,7,100.00000000,1000.00000000,0.98916393
a,10000000,8,0.00001000,0.00010000,1.13009377
a,10000000,8,0.00010000,0.00100000,1.12151334
a,10000000,8,0.00100000,0.01000000,1.11367124
a,10000000,8,0.01000000,0.10000000,1.09684753
a,10000000,8,0.10000000,1.00000000,1.02000526
a,10000000,8,1.00000000,10.00000000,0.99345818
a,10000000,8,10.00000000,100.00000000,0.97020518
a,10000000,8,100.00000000,1000.00000000,0.94769464
a,10000000,9,0.00001000,0.00010000,1.18497808
a,10000000,9,0.00010000,0.00100000,1.15645359
a,10000000,9,0.00100000,0.01000000,1.20177688
a,10000000,9,0.01000000,0.10000000,1.14444097
a,10000000,9,0.10000000,1.00000000,1.13162388
a,10000000,9,1.00000000,10.00000000,1.07686987
a,10000000,9,10.00000000,100.00000000,1.04830173
a,10000000,9,100.00000000,1000.00000000,0.99850874
a,10000000,10,0.00001000,0.00010000,1.29560574
a,10000000,10,0.00010000,0.00100000,1.20507348
a,10000000,10,0.00100000,0.01000000,1.16669138
a,10000000,10,0.01000000,0.10000000,1.17854765
a,10000000,10,0.10000000,1.00000000,1.14505935
a,10000000,10,1.00000000,10.00000000,1.04304853
a,10000000,10,10.00000000,100.00000000,1.04136531
a,10000000,10,100.00000000,1000.00000000,1.07849411
a,10000000,11,0.00001000,0.00010000,1.28813342
a,10000000,11,0.00010000,0.00100000,1.26890578
a,10000000,11,0.00100000,0.01000000,1.25797214
a,10000000,11,0.01000000,0.10000000,1.25093754
a,10000000,11,0.10000000,1.00000000,1.27183476
a,10000000,11,1.00000000,10.00000000,1.17729377
a,10000000,11,10.00000000,100.00000000,1.15687189
a,10000000,11,100.00000000,1000.00000000,1.09553893
a,10000000,12,0.00001000,0.00010000,1.35048090
a,10000000,12,0.00010000,0.00100000,1.33437560
a,10000000,12,0.00100000,0.01000000,1.33124720
a,10000000,12,0.01000000,0.10000000,1.30249907
a,10000000,12,0.10000000,1.00000000,1.26224593
a,10000000,12,1.00000000,10.00000000,1.17307661
a,10000000,12,10.00000000,100.00000000,1.16744325
a,10000000,12,100.00000000,1000.00000000,1.13703066
a,10000000,13,0.00001000,0.00010000,1.34433791
a,10000000,13,0.00010000,0.00100000,1.33081153
a,10000000,13,0.00100000,0.01000000,1.30719892
a,10000000,13,0.01000000,0.10000000,1.30557889
a,10000000,13,0.10000000,1.00000000,1.27051923
a,10000000,13,1.00000000,10.00000000,1.19628433
a,10000000,13,10.00000000,100.00000000,1.17378863
a,10000000,13,100.00000000,1000.00000000,1.12600707
a,10000000,14,0.00001000,0.00010000,1.33707871
a,10000000,14,0.00010000,0.00100000,1.31796376
a,10000000,14,0.00100000,0.01000000,1.31151579
a,10000000,14,0.01000000,0.10000000,1.31136164
a,10000000,14,0.10000000,1.00000000,1.24874806
a,10000000,14,1.00000000,10.00000000,1.17217160
a,10000000,14,10.00000000,100.00000000,1.15866897
a,10000000,14,100.00000000,1000.00000000,1.15854551
a,10000000,15,0.00001000,0.00010000,1.34475576
a,10000000,15,0.00010000,0.00100000,1.31969429
a,10000000,15,0.00100000,0.01000000,1.30485312
a,10000000,15,0.01000000,0.10000000,1.28806736
a,10000000,15,0.10000000,1.00000000,1.25720266
a,10000000,15,1.00000000,10.00000000,1.20317843
a,10000000,15,10.00000000,100.00000000,1.16643981
a,10000000,15,100.00000000,1000.00000000,1.15418195
a,10000000,16,0.00001000,0.00010000,1.33952710
a,10000000,16,0.00010000,0.00100000,1.31535544
a,10000000,16,0.00100000,0.01000000,1.30570275
a,10000000,16,0.01000000,0.10000000,1.30272399
a,10000000,16,0.10000000,1.00000000,1.26856905
a,10000000,16,1.00000000,10.00000000,1.18242711
a,10000000,16,10.00000000,100.00000000,1.14830606
a,10000000,16,100.00000000,1000.00000000,1.15972520
a,10000000,17,0.00001000,0.00010000,1.34249504
a,10000000,17,0.00010000,0.00100000,1.32336168
a,10000000,17,0.00100000,0.01000000,1.30928934
a,10000000,17,0.01000000,0.10000000,1.29510819
a,10000000,17,0.10000000,1.00000000,1.25144683
a,10000000,17,1.00000000,10.00000000,1.18163653
a,10000000,17,10.00000000,100.00000000,1.17472891
a,10000000,17,100.00000000,1000.00000000,1.12693433
a,10000000,18,0.00001000,0.00010000,1.34548995
a,10000000,18,0.00010000,0.00100000,1.32597729
a,10000000,18,0.00100000,0.01000000,1.31490590
a,10000000,18,0.01000000,0.10000000,1.29239038
a,10000000,18,0.10000000,1.00000000,1.25244237
a,10000000,18,1.00000000,10.00000000,1.17776739
a,10000000,18,10.00000000,100.00000000,1.17893987
a,10000000,18,100.00000000,1000.00000000,1.15617700
a,10000000,19,0.00001000,0.00010000,1.34319667
a,10000000,19,0.00010000,0.00100000,1.31694571
a,10000000,19,0.00100000,0.01000000,1.31114247
a,10000000,19,0.01000000,0.10000000,1.29907802
a,10000000,19,0.10000000,1.00000000,1.26072175
a,10000000,19,1.00000000,10.00000000,1.16643556
a,10000000,19,10.00000000,100.00000000,1.15821755
a,10000000,19,100.00000000,1000.00000000,1.15156950
a,10000000,20,0.00001000,0.00010000,1.34461913
a,10000000,20,0.00010000,0.00100000,1.32948905
a,10000000,20,0.00100000,0.01000000,1.30868376
a,10000000,20,0.01000000,0.10000000,1.29299175
a,10000000,20,0.10000000,1.00000000,1.25376600
a,10000000,20,1.00000000,10.00000000,1.19488146
a,10000000,20,10.00000000,100.00000000,1.16901161
a,10000000,20,100.00000000,1000.00000000,1.13024376
c,100000,1,0.00001000,0.00010000,0.00990029
c,100000,1,0.00010000,0.00100000,0.00829475
c,100000,1,0.00100000,0.01000000,0.00799280
c,100000,1,0.01000000,0.10000000,0.00774000
c,100000,1,0.10000000,1.00000000,0.00740123
c,100000,1,1.00000000,10.00000000,0.00591704
c,100000,1,10.00000000,100.00000000,0.00577182
c,100000,1,100.00000000,1000.00000000,0.00576524
c,100000,2,0.00001000,0.00010000,0.01116422
c,100000,2,0.00010000,0.00100000,0.01051280
c,100000,2,0.00100000,0.01000000,0.01063147
c,100000,2,0.01000000,0.10000000,0.01037844
c,100000,2,0.10000000,1.00000000,0.01019061
c,100000,2,1.00000000,10.00000000,0.01024122
c,100000,2,10.00000000,100.00000000,0.00998981
c,100000,2,100.00000000,1000.00000000,0.00967226
c,100000,3,0.00001000,0.00010000,0.01444156
c,100000,3,0.00010000,0.00100000,0.01428334
c,100000,3,0.00100000,0.01000000,0.01414119
c,100000,3,0.01000000,0.10000000,0.01413121
c,100000,3,0.10000000,1.00000000,0.01407117
c,100000,3,1.00000000,10.00000000,0.01301481
c,100000,3,10.00000000,100.00000000,0.01320804
c,100000,3,100.00000000,1000.00000000,0.01311622
c,100000,4,0.00001000,0.00010000,0.01807804
c,100000,4,0.00010000,0.00100000,0.01764487
c,100000,4,0.00100000,0.01000000,0.01771912
c,100000,4,0.01000000,0.10000000,0.01753829
c,100000,4,0.10000000,1.00000000,0.01744852
c,100000,4,1.00000000,10.00000000,0.01649016
c,100000,4,10.00000000,100.00000000,0.01609890
c,100000,4,100.00000000,1000.00000000,0.01616974
c,100000,5,0.00001000,0.00010000,0.02049373
c,100000,5,0.00010000,0.00100000,0.02012538
c,100000,5,0.00100000,0.01000000,0.02036739
c,100000,5,0.01000000,0.10000000,0.01978208
c,100000,5,0.10000000,1.00000000,0.01947781
c,100000,5,1.00000000,10.00000000,0.01743919
c,100000,5,10.00000000,100.00000000,0.01739442
c,100000,5,100.00000000,1000.00000000,0.01715259
c,100000,6,0.00001000,0.00010000,0.02071088
c,100000,6,0.00010000,0.00100000,0.02035071
c,100000,6,0.00100000,0.01000000,0.02046818
c,100000,6,0.01000000,0.10000000,0.02058648
c,100000,6,0.10000000,1.00000000,0.02002474
c,100000,6,1.00000000,10.00000000,0.01797655
c,100000,6,10.00000000,100.00000000,0.01796914
c,100000,6,100.00000000,1000.00000000,0.01791109
c,100000,7,0.00001000,0.00010000,0.02055763
c,100000,7,0.00010000,0.00100000,0.02004115
c,100000,7,0.00100000,0.01000000,0.02005650
c,100000,7,0.01000000,0.10000000,0.01972484
c,100000,7,0.10000000,1.00000000,0.01978133
c,100000,7,1.00000000,10.00000000,0.01807061
c,100000,7,10.00000000,100.00000000,0.01803714
c,100000,7,100.00000000,1000.00000000,0.01803072
c,100000,8,0.00001000,0.00010000,0.02073058
c,100000,8,0.00010000,0.00100000,0.01970485
c,100000,8,0.00100000,0.01000000,0.01976058
c,100000,8,0.01000000,0.10000000,0.01930807
c,100000,8,0.10000000,1.00000000,0.01856722
c,100000,8,1.00000000,10.00000000,0.01769788
c,100000,8,10.00000000,100.00000000,0.01766385
c,100000,8,100.00000000,1000.00000000,0.01768842
c,100000,9,0.00001000,0.00010000,0.02007513
c,100000,9,0.00010000,0.00100000,0.01844225
c,100000,9,0.00100000,0.01000000,0.01812343
c,100000,9,0.01000000,0.10000000,0.01762788
c,100000,9,0.10000000,1.00000000,0.01771787
c,100000,9,1.00000000,10.00000000,0.01721530
c,100000,9,10.00000000,100.00000000,0.01716526
c,100000,9,100.00000000,1000.00000000,0.01724664
c,100000,10,0.00001000,0.00010000,0.02110233
c,100000,10,0.00010000,0.00100000,0.01930608
c,100000,10,0.00100000,0.01000000,0.01878397
c,100000,10,0.01000000,0.10000000,0.01824902
c,100000,10,0.10000000,1.00000000,0.01863201
c,100000,10,1.00000000,10.00000000,0.01746763
c,100000,10,10.00000000,100.00000000,0.01771468
c,100000,10,100.00000000,1000.00000000,0.01770595
c,100000,11,0.00001000,0.00010000,0.02268766
c,100000,11,0.00010000,0.00100000,0.02031782
c,100000,11,0.00100000,0.01000000,0.01969332
c,100000,11,0.01000000,0.10000000,0.01909361
c,100000,11,0.10000000,1.00000000,0.01926624
c,100000,11,1.00000000,10.00000000,0.01870075
c,100000,11,10.00000000,100.00000000,0.01869379
c,100000,11,100.00000000,1000.00000000,0.01883309
c,100000,12,0.00001000,0.00010000,0.02428528
c,100000,12,0.00010000,0.00100000,0.02120269
c,100000,12,0.00100000,0.01000000,0.02090041
c,100000,12,0.01000000,0.10000000,0.02011325
c,100000,12,0.10000000,1.00000000,0.01991252
c,100000,12,1.00000000,10.00000000,0.01970490
c,100000,12,10.00000000,100.00000000,0.01978362
c,100000,12,100.00000000,1000.00000000,0.01968300
c,100000,13,0.00001000,0.00010000,0.03376861
c,100000,13,0.00010000,0.00100000,0.02898551
c,100000,13,0.00100000,0.01000000,0.03069378
c,100000,13,0.01000000,0.10000000,0.03541311
c,100000,13,0.10000000,1.00000000,0.03250867
c,100000,13,1.00000000,10.00000000,0.02487704
c,100000,13,10.00000000,100.00000000,0.02324968
c,100000,13,100.00000000,1000.00000000,0.02688822
c,100000,14,0.00001000,0.00010000,0.03336458
c,100000,14,0.00010000,0.00100000,0.03080696
c,100000,14,0.00100000,0.01000000,0.03529386
c,100000,14,0.01000000,0.10000000,0.03327184
c,100000,14,0.10000000,1.00000000,0.03501777
c,100000,14,1.00000000,10.00000000,0.02608393
c,100000,14,10.00000000,100.00000000,0.02453089
c,100000,14,100.00000000,1000.00000000,0.02269179
c,100000,15,0.00001000,0.00010000,0.02908674
c,100000,15,0.00010000,0.00100000,0.03205497
c,100000,15,0.00100000,0.01000000,0.03092707
c,100000,15,0.01000000,0.10000000,0.03431011
c,100000,15,0.10000000,1.00000000,0.03443873
c,100000,15,1.00000000,10.00000000,0.02389864
c,100000,15,10.00000000,100.00000000,0.02525632
c,100000,15,100.00000000,1000.00000000,0.02516917
c,100000,16,0.00001000,0.00010000,0.02791992
c,100000,16,0.00010000,0.00100000,0.02907395
c,100000,16,0.00100000,0.01000000,0.02692591
c,100000,16,0.01000000,0.10000000,0.03347671
